    0.0100000000,-7.374647692E-04,-1.176228114E-05,-9.810018543E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.0200000000, 4.085112308E-04,-1.176144919E-05,-9.810018612E-02,-5.551115123E-17,-4.802165235E-07,-5.809980330E-07
    0.0300000000, 1.236461231E-03,-1.176192411E-05,-9.810018573E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.0400000000, 8.882792314E-04,-1.176346868E-05,-9.810018445E-02,-5.551115123E-17,-4.802276428E-07,-5.810114859E-07
    0.0500000000,-7.691591233E-10,-1.176434094E-05,-9.810018373E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.0600000000,-8.882807686E-04,-1.176446693E-05,-9.810018363E-02,-1.110223025E-16,-4.802276428E-07,-5.810114858E-07
    0.0700000000,-1.332414769E-03,-1.176331276E-05,-9.810018458E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.0800000000,-8.882807692E-04,-1.176179399E-05,-9.810018584E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.0900000000,-7.691607588E-10,-1.176078717E-05,-9.810018667E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.1000000000, 8.882792308E-04,-1.176079572E-05,-9.810018666E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.1100000000, 1.110343231E-03,-1.176181322E-05,-9.810018582E-02,-5.551115123E-17,-4.802165235E-07,-5.809980330E-07
    0.1200000000,-7.686159515E-10,-1.176320627E-05,-9.810018467E-02,-1.387778781E-16,-4.802276428E-07,-5.810114859E-07
    0.1300000000,-1.110345769E-03,-1.176306106E-05,-9.810018479E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.1400000000,-6.662087692E-04,-1.176179613E-05,-9.810018583E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.1500000000, 6.662082308E-04,-1.176104743E-05,-9.810018645E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.1600000000, 1.110343231E-03,-1.176181322E-05,-9.810018582E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.1700000000,-7.686142508E-10,-1.176320627E-05,-9.810018467E-02,-8.326672685E-17,-4.802276428E-07,-5.810114858E-07
    0.1800000000,-1.110344769E-03,-1.176306106E-05,-9.810018479E-02,-2.775557562E-17,-4.802165235E-07,-5.809980330E-07
    0.1900000000,-6.662097692E-04,-1.176179613E-05,-9.810018583E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.2000000000, 6.662072308E-04,-1.176104743E-05,-9.810018645E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.2100000000, 1.110344231E-03,-1.176181322E-05,-9.810018582E-02,-1.387778781E-16,-4.802165235E-07,-5.809980330E-07
    0.2200000000, 2.220692314E-04,-1.176320842E-05,-9.810018467E-02,-8.326672685E-17,-4.802276428E-07,-5.810114858E-07
    0.2300000000,-2.220707692E-04,-1.176332344E-05,-9.810018457E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.2400000000, 2.220692308E-04,-1.176307387E-05,-9.810018478E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.2500000000,-2.220707686E-04,-1.176345798E-05,-9.810018446E-02,-1.110223025E-16,-4.802276428E-07,-5.810114858E-07
    0.2600000000,-1.110345769E-03,-1.176306106E-05,-9.810018479E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.2700000000,-6.662107692E-04,-1.176179613E-05,-9.810018583E-02,-1.665334537E-16,-4.802165235E-07,-5.809980330E-07
    0.2800000000, 6.662092308E-04,-1.176104742E-05,-9.810018645E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.2900000000, 1.110344231E-03,-1.176181322E-05,-9.810018582E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.3000000000,-7.686158876E-10,-1.176320628E-05,-9.810018467E-02,-5.551115123E-17,-4.802276428E-07,-5.810114859E-07
    0.3100000000,-1.110345769E-03,-1.176306106E-05,-9.810018479E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.3200000000,-8.882797692E-04,-1.176179399E-05,-9.810018584E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.3300000000,-7.691601884E-10,-1.176078717E-05,-9.810018667E-02,-1.110223025E-16,-4.802165235E-07,-5.809980330E-07
    0.3400000000, 8.882792308E-04,-1.176079572E-05,-9.810018666E-02,-1.665334537E-16,-4.802165235E-07,-5.809980330E-07
    0.3500000000, 1.110343231E-03,-1.176181322E-05,-9.810018582E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.3600000000,-7.686170285E-10,-1.176320627E-05,-9.810018467E-02,-1.387778781E-16,-4.802276428E-07,-5.810114858E-07
    0.3700000000,-1.110344769E-03,-1.176306106E-05,-9.810018479E-02,-8.326672685E-17,-4.802165235E-07,-5.809980330E-07
    0.3800000000,-6.662107692E-04,-1.176179613E-05,-9.810018583E-02,-2.775557562E-17,-4.802165235E-07,-5.809980330E-07
